Subject,ID,forehead,cheek,eye,nose,mouth,chin,Distance,RH,Airflow,env-temp,Sensation
S1,R11569,33.75270270270273,31.66838383838386,33.52606060606063,30.528571428571446,34.010000000000026,33.134883720930254,5.6,51.16666667,0.0,22.28433333,-1
S1,R11662,32.4662307692308,31.8036263736264,32.30785714285717,30.41600000000002,31.418648648648677,32.83840000000003,6.6,50.92222222,0.0,22.12733333,-1
S1,R11663,32.47834532374103,31.79310810810813,31.857000000000024,30.386562500000025,31.08684210526317,33.07619047619049,6.6,50.92222222,0.0,22.12733333,-1
S1,R11664,33.575636363636384,30.149342105263187,32.75000000000002,29.947222222222244,33.178000000000026,32.44111111111114,6.6,50.92222222,0.0,22.12733333,-1
S1,R11665,33.42632183908048,30.370188679245302,32.6393548387097,30.493200000000023,33.25880000000003,32.614761904761934,6.6,50.92222222,0.0,22.12733333,-1
S1,R11666,32.71476190476193,31.46192307692311,32.237826086956545,30.078888888888912,31.3856756756757,32.75523809523812,6.6,50.92222222,0.0,22.12733333,-1
S1,R11667,32.809080459770136,31.860000000000024,32.38703703703706,29.99931034482761,31.55533333333335,33.066111111111134,6.6,50.98333333,0.0,22.18733333,-1
S1,R11668,32.53966666666669,31.993108108108128,32.21190476190479,29.341176470588252,31.84675000000002,32.92764705882355,6.6,50.98333333,0.0,22.18733333,-1
S1,R11669,33.40000000000001,31.321495327102827,33.35344827586209,30.378333333333355,33.51160000000002,32.8011904761905,6.6,50.98333333,0.0,22.18733333,-1
S1,R121010,33.92774368231049,32.27648089730111,34.232577319587655,30.068145454545476,34.75085858585861,33.948487486398285,1.0,50.88888889,0.0,22.35466667,-1
S1,R121011,34.38145371947759,32.1655297157623,34.31840677966104,30.35291989664085,35.07952641165758,33.78544896392942,1.0,50.88888889,0.0,22.35466667,-1
S1,R121012,34.20245381062358,32.13826400825028,34.162095588235324,30.364525993883817,34.96467455621304,33.71614126394054,1.0,50.88888889,0.0,22.35466667,-1
S1,R121013,33.956212018906164,31.998651129943525,33.781764705882374,31.064220779220808,34.74315315315318,33.73376918354821,1.0,50.88888889,0.0,22.35466667,-1
S1,R121014,33.96982053838487,32.59775904605266,33.60901384083047,32.17530670470759,33.9894065757819,34.14052067381319,1.0,50.88888889,0.0,22.35466667,-1
S1,R121015,33.51574675324677,32.59146666666669,33.43303901437374,31.70847490347493,33.54321334503953,33.64811836115329,1.0,50.79444445,0.0,22.38533333,-1
S1,R121016,33.42956577266925,33.219549198092786,33.224241645244234,32.11517667844526,33.14276031434187,33.588502994012,1.0,50.79444445,0.0,22.38533333,-1
S1,R121017,33.68350939563232,32.70941747572818,33.417979797979825,32.399853587115686,33.657027624309414,33.55840000000002,1.0,50.79444445,0.0,22.38533333,-1
S1,R121018,34.56490119971774,32.33865782493371,32.66382653061227,31.58744630071601,34.506787878787904,34.05711590296498,1.0,50.79444445,0.0,22.38533333,-1
S1,R121019,34.67247415066472,31.959788273615658,32.56672043010755,31.5442574257426,34.235576923076955,34.04960992907804,1.0,50.79444445,0.0,22.38533333,-1
S1,R12102,33.19629949604034,32.91501282051285,32.981272727272746,30.76653594771244,33.123556298773714,33.72385779122544,1.0,51.05555555,0.0,22.30933333,-1
S1,R121021,33.33576723498891,32.58956669498728,33.12038327526135,30.941536697247727,32.99651234567904,32.93656363636366,1.0,50.67222222,0.0,22.41466667,-1
S1,R121022,32.94977678571431,33.03386924342107,32.593456464379976,30.718804664723056,32.36392009987518,32.530556586270905,1.0,50.67222222,0.0,22.41466667,-1
S1,R121023,34.242014260249576,31.951773414869677,33.658947368421074,31.1340860215054,35.00765237020318,33.848796791443874,1.0,50.67222222,0.0,22.41466667,-1
S1,R121024,34.51712654179993,31.92322177271058,34.04165938864631,31.53509259259261,35.1498139534884,34.092204545454564,1.0,50.67222222,0.0,22.41466667,-1
S1,R121025,34.526159018987364,31.807034608378896,34.156304347826115,32.18105504587158,35.16506065857888,34.12885912698415,1.0,50.48888889,0.0,22.43466667,-1
S1,R121026,34.594043082021564,31.93385476647476,33.85118032786888,32.093816964285736,35.1803497942387,34.07096230954293,1.0,50.48888889,0.0,22.43466667,-1
S1,R12103,34.426669820246,32.16928273561304,33.993275862068984,30.32269315673292,34.92421875000002,33.81348517715114,1.0,51.05555555,0.0,22.30933333,-1
S1,R12104,34.40755731554817,31.64845440494593,34.41367816091956,29.980878504672923,34.83600000000002,33.97692082111439,1.0,51.05555555,0.0,22.30933333,-1
S1,R12105,34.573881872213995,31.746194302410547,34.112142857142885,29.79760504201683,34.84890804597703,34.05012738853505,1.0,51.05555555,0.0,22.30933333,-1
S1,R12106,34.345469715698414,32.21805204745505,33.92238095238097,29.652030567685607,34.85414285714288,34.03698354661793,1.0,51.05555555,0.0,22.30933333,-1
S1,R12107,33.59224801812007,32.53854037267083,32.91632768361585,30.00715346534656,33.50573385518593,34.04662903225809,1.0,51.05555555,0.0,22.30933333,-1
S1,R12108,33.09009421265144,32.94075617283953,33.30972602739729,30.188995535714305,32.94603192702397,33.259336569579304,1.0,51.05555555,0.0,22.30933333,-1
S1,R12109,33.057887788778906,32.54624950179356,33.10806324110674,29.88848484848487,33.05535984848487,33.253676680972845,1.0,51.05555555,0.0,22.30933333,-1
S1,R121410,34.363130352045694,31.949678742310343,34.16084033613448,29.04840579710148,34.22343915343918,33.63899732620323,1.4,50.52777778,0.0,22.60633333,-1
S1,R121411,34.4303157894737,31.606716033483604,34.29351851851854,28.797794117647083,34.24219696969699,33.801539440203584,1.4,50.52777778,0.0,22.60633333,-1
S1,R121412,34.559949152542394,31.73955704697989,34.31602941176473,28.97135245901641,34.523591549295794,33.952839506172865,1.4,50.52777778,0.0,22.60633333,-1
S1,R121413,34.38992156862747,32.043095684803035,34.21201438848923,28.7104285714286,34.27684684684687,33.78872168284792,1.4,50.46111111,0.0,22.569,-1
S1,R121414,33.78852889667253,32.56468680913783,33.35338078291817,29.888571428571453,33.84113333333335,33.78590792838877,1.4,50.46111111,0.0,22.569,-1
S1,R121415,33.42728658536588,32.71606681852698,32.78688311688314,30.17706140350879,33.440351351351374,33.94625000000002,1.4,50.46111111,0.0,22.569,-1
S1,R121416,33.07597122302161,32.80907284768214,32.586159420289874,30.014136363636386,32.76404517453801,32.93236702127662,1.4,50.46111111,0.0,22.569,-1
S1,R121417,33.54717311233888,32.43478873239439,33.152022471910136,30.1225196850394,33.4289033942559,33.43366883116885,1.4,50.46111111,0.0,22.569,-1
S1,R121418,34.54115384615387,32.034650560828325,33.32689655172416,29.30407114624508,33.62152671755727,33.97230263157897,1.4,50.46111111,0.0,22.569,-1
S1,R121419,34.75246083550916,31.90297224709044,33.31125000000002,29.305894736842127,33.85931250000002,33.96477582846006,1.4,50.48333333,0.0,22.53861111,-1
S1,R12142,33.030416024653334,32.60916181606521,32.308865979381466,29.008125000000025,32.39299363057327,32.31279279279282,1.4,50.54444444,0.0,22.645,-1
S1,R121420,33.89853088480804,32.29109505703424,32.82114285714288,31.37224175824178,33.486774891774914,34.22113553113555,1.4,50.48333333,0.0,22.53861111,-1
S1,R121421,33.511595505618004,32.49593070104756,33.35972850678735,30.93017241379313,33.160000000000025,33.241633333333354,1.4,50.48333333,0.0,22.53861111,-1
S1,R121422,33.302229381443325,32.48961802154753,33.012229729729754,31.16598455598458,32.9383270676692,33.06979253112036,1.4,50.48333333,0.0,22.53861111,-1
S1,R121423,34.55561621174527,32.13737532808401,34.20280373831777,29.17286516853935,34.74894009216592,33.99437945791728,1.4,50.48333333,0.0,22.53861111,-1
S1,R121424,34.622279355333866,31.845062266500644,34.26504587155966,29.51396396396399,34.70048672566374,34.00655826558268,1.4,50.48333333,0.0,22.53861111,-1
S1,R121425,34.57608662026298,31.93230440097801,34.20008064516131,28.76022624434391,34.66990291262139,34.070844720496915,1.4,50.46111111,0.0,22.51466667,-1
S1,R121426,34.60724958949099,32.18135023584908,34.26890756302523,28.83473958333336,34.76296875000002,34.124060742407224,1.4,50.46111111,0.0,22.51466667,-1
S1,R12143,32.994937993235645,32.58347425057651,32.9694117647059,28.167235772357746,32.928919597989974,32.89153846153848,1.4,50.54444444,0.0,22.645,-1
S1,R12144,33.89980740740743,32.34745115452933,33.783437500000026,29.18761133603241,34.01542168674702,34.0880263157895,1.4,50.54444444,0.0,22.645,-1
S1,R12145,34.20678018575854,32.27592796092799,34.31482758620692,28.352180094786757,34.207673267326754,33.689028077753804,1.4,50.54444444,0.0,22.645,-1
S1,R12146,34.24624629080121,32.32534050179214,33.93964285714288,29.398103448275887,34.267610062893105,34.03881405563692,1.4,50.54444444,0.0,22.645,-1
S1,R12147,33.755035516969244,32.38400130975772,33.21524904214562,30.95075709779182,33.5323327305606,34.0801230769231,1.4,50.52777778,0.0,22.60633333,-1
S1,R12148,33.5904285714286,32.5157153446998,33.44309608540927,30.38337962962965,33.371162393162415,33.710941704035896,1.4,50.52777778,0.0,22.60633333,-1
S1,R12149,33.5056267409471,32.5346230769231,33.06960288808666,31.202658959537597,33.3903727714749,33.36546153846157,1.4,50.52777778,0.0,22.60633333,-1
S1,R121810,33.6805972696246,32.613084223013075,32.75815789473686,29.382916666666688,33.228304597701175,33.95827102803741,1.8,50.09444444,0.0,22.39066667,-1
S1,R121811,34.675482352941195,31.920028169014103,33.26317647058826,28.64966666666669,33.84682692307695,34.02980468750002,1.8,50.09444444,0.0,22.39066667,-1
S1,R121812,34.60185185185188,32.124485666104576,33.13312500000002,28.52900900900904,33.717125000000024,33.957096774193566,1.8,50.09444444,0.0,22.39066667,-1
S1,R121813,34.642262247838644,32.29726829268295,32.964181818181835,29.197795275590565,33.393478260869585,34.02479452054797,1.8,50.09444444,0.0,22.39066667,-1
S1,R121814,33.5314031971581,32.90161915621439,32.740000000000016,30.10131707317075,33.23374074074077,33.65007812500002,1.8,50.09444444,0.0,22.39066667,-1
S1,R121815,33.35120060790276,32.93066366704164,32.676687116564445,29.34159090909093,33.21358056265987,34.08114583333336,1.8,50.09444444,0.0,22.39066667,-1
S1,R121816,34.00975497702912,32.84535353535356,33.43771573604064,30.274065420560767,33.89204081632656,34.17239234449764,1.8,50.0,0.0,22.40933333,-1
S1,R121817,34.18563535911604,32.15281481481484,33.53884615384617,28.680714285714316,34.11280000000002,33.65680970149256,1.8,50.0,0.0,22.40933333,-1
S1,R121818,34.332744014732995,32.24603603603606,33.58029411764708,28.03282442748094,34.48521008403363,33.7110548523207,1.8,50.0,0.0,22.40933333,-1
S1,R121819,34.4206473214286,32.46096216216218,33.97378378378381,28.37706293706296,34.676526315789495,33.81869936034118,1.8,50.0,0.0,22.40933333,-1
S1,R12182,33.31311300639661,32.64219094247248,32.7620661157025,28.73585937500002,33.1268403908795,33.54505928853758,1.8,50.21111111,0.0,22.335,-1
S1,R121820,34.338581730769256,32.44206117021279,34.07985074626868,28.24768595041325,34.39924812030078,33.72785714285717,1.8,50.0,0.0,22.40933333,-1
S1,R121821,33.35702557200541,32.52126539753642,32.722426035502984,28.81024590163937,33.4073591549296,34.0785915492958,1.8,50.0,0.0,22.40933333,-1
S1,R121822,34.024354304635786,32.857425860023746,33.198447204968964,29.837260273972625,33.87752450980394,34.18059574468088,1.8,50.0,0.0,22.40933333,-1
S1,R121823,34.66090483619347,32.06080573951437,34.080315789473715,28.09218978102192,34.59282828282831,33.906528189911,1.8,49.96111111,0.0,22.40933333,-1
S1,R121824,34.71304973821992,31.969430051813493,33.98753424657537,28.267870967741963,34.53606060606063,33.94849514563109,1.8,49.96111111,0.0,22.40933333,-1
S1,R121825,34.72698952879583,32.13005649717516,33.93666666666669,28.539102564102585,34.47777108433738,33.86738430583503,1.8,49.96111111,0.0,22.40933333,-1
S1,R121826,34.62143454039,32.27577393075359,33.96645569620257,27.987155963302776,34.706725146198856,33.95882681564248,1.8,49.96111111,0.0,22.40933333,-1
S1,R121826,34.62143454039,32.27577393075359,33.96645569620257,27.987155963302776,34.706725146198856,33.95882681564248,1.8,49.96111111,0.0,22.40933333,-1
S1,R12183,34.233605313093,32.136180836707176,33.51452830188681,28.96703125000002,34.18804597701152,33.366830065359494,1.8,50.13333333,0.0,22.37211111,-1
S1,R12184,34.358114035087745,31.75565916398716,33.88828125000002,28.855968992248084,34.172314049586795,33.54726130653269,1.8,50.13333333,0.0,22.37211111,-1
S1,R12185,34.3667530695771,31.665286549707623,33.62762711864409,28.493373493975923,34.09321739130437,33.63664233576645,1.8,50.13333333,0.0,22.37211111,-1
S1,R12186,34.28915547024955,32.292378640776725,34.14971014492756,28.65580882352944,34.20893805309737,33.78980132450333,1.8,50.13333333,0.0,22.37211111,-1
S1,R12187,33.66610054347829,32.69120918984283,32.88153846153849,29.694964028777,33.630574162679444,33.864433497536965,1.8,50.13333333,0.0,22.37211111,-1
S1,R12188,33.374836601307216,32.955270758122765,33.00359712230218,29.87933823529414,33.19640243902442,33.722669491525444,1.8,50.13333333,0.0,22.37211111,-1
S1,R12189,33.32087719298248,33.06362758620692,32.600537634408624,29.32082191780825,33.26779735682821,33.177012195121975,1.8,50.13333333,0.0,22.37211111,-1
S1,R122210,33.761724137931054,32.47813708260107,32.8778181818182,30.362637362637383,33.364022556391006,33.80318750000002,2.2,50.27777778,0.0,22.10533333,-1
S1,R122211,34.27047752808991,31.904132841328437,33.778208955223896,28.692528735632205,33.92385321100919,33.48735000000002,2.2,50.27777778,0.0,22.10533333,-1
S1,R122212,34.403072033898326,31.748787346221462,33.714027777777794,28.833063063063086,34.10119047619049,33.65719298245616,2.2,50.27777778,0.0,22.10533333,-1
S1,R122213,34.13814024390246,31.748392554991565,33.3402272727273,28.6391780821918,33.888200000000026,33.61884816753929,2.2,50.25555555,0.0,22.12266667,-1
S1,R122214,33.678058076225064,32.52117647058826,32.83793893129773,30.85687022900765,33.503793103448295,34.01064705882355,2.2,50.25555555,0.0,22.12266667,-1
S1,R122215,33.624025974026,32.55059139784949,32.997454545454566,30.377304347826115,33.54825581395351,33.83459459459462,2.2,50.25555555,0.0,22.12266667,-1
S1,R122216,33.54329824561406,32.36532374100722,33.06266666666669,30.73135135135137,33.08709251101324,33.743813559322064,2.2,50.25555555,0.0,22.12266667,-1
S1,R122217,33.93380000000002,32.54293650793653,32.925666666666686,31.3014285714286,33.751444444444466,33.93386792452833,2.2,50.25555555,0.0,22.12266667,-1
S1,R122218,34.59174778761064,31.97534090909093,32.96545454545457,29.36702380952383,33.988461538461564,34.0807878787879,2.2,50.25555555,0.0,22.12266667,-1
S1,R122219,34.5567064439141,32.00050505050508,33.517200000000024,29.06551724137934,33.80222222222224,34.163666666666686,2.2,50.15555555,0.0,22.14,-1
S1,R12222,33.288119001919405,32.29507157464215,33.3459523809524,30.93396039603962,33.63418604651165,34.019466666666695,2.2,50.22777778,0.0,22.10777778,-1
S1,R122220,33.8293375394322,32.28601503759401,32.40082352941178,30.28455284552848,33.43025477707008,34.01280000000002,2.2,50.15555555,0.0,22.14,-1
S1,R122221,33.37417293233085,32.32086092715234,32.83693333333336,30.3324175824176,33.009431818181845,33.28525925925929,2.2,50.15555555,0.0,22.14,-1
S1,R122222,33.1953783783784,32.5558154506438,33.12000000000002,29.225000000000023,32.977302631578965,32.855585585585615,2.2,50.15555555,0.0,22.14,-1
S1,R122223,34.228823529411784,32.002222222222244,33.947222222222244,28.36771428571431,34.38206896551726,33.82301587301589,2.2,50.15555555,0.0,22.14,-1
S1,R122224,34.363319755600834,31.9676615969582,33.60578125000002,28.67714285714288,34.371250000000025,33.74521739130437,2.2,50.15555555,0.0,22.14,-1
S1,R122225,34.401206030150774,31.878923076923098,33.81350877192985,28.709480519480543,34.184210526315816,34.14011695906435,2.2,50.3,0.0,22.14933333,-1
S1,R122226,34.40293577981654,31.60931856899491,33.77382352941179,28.420845070422555,33.681603773584925,34.161975308642,2.2,50.3,0.0,22.14933333,-1
S1,R12223,34.265836298932406,32.05451499118169,34.23000000000001,29.484597701149443,34.349801980198045,33.790601851851875,2.2,50.22777778,0.0,22.10777778,-1
S1,R12224,34.32607558139537,32.116727272727296,34.20770833333336,29.058651685393283,34.26341176470591,34.07169491525426,2.2,50.22777778,0.0,22.10777778,-1
S1,R12225,34.40241791044779,32.50236883942768,34.482000000000035,28.962205882352965,34.19023809523812,34.01779342723007,2.2,50.22777778,0.0,22.10777778,-1
S1,R12226,34.10702040816329,32.34549270072995,34.42229166666669,28.819242424242447,34.30873563218393,33.86591304347829,2.2,50.27777778,0.0,22.10533333,-1
S1,R12227,33.80068767908312,32.466700819672155,33.12508928571431,30.36687500000002,33.48471861471864,34.10276595744684,2.2,50.27777778,0.0,22.10533333,-1
S1,R12228,33.25006079027358,32.454712153518145,32.68025000000002,30.216588235294143,33.09046875000002,33.718402777777804,2.2,50.27777778,0.0,22.10533333,-1
S1,R12229,33.07395770392751,32.555011820331,32.82373493975906,29.912134831460698,32.79983471074382,32.94888059701495,2.2,50.27777778,0.0,22.10533333,-1
S1,R12282,33.06091603053437,32.663507014028085,33.447872340425555,31.32761904761907,32.98983402489629,33.01309352517988,2.8,50.33333333,0.0,22.312,-1
S1,R12283,34.14934911242606,32.376017699115074,33.931395348837235,31.118354430379767,34.76470588235297,33.799893617021304,2.8,50.33333333,0.0,22.312,-1
S1,R12284,34.25584178498988,31.83188255613128,34.10326530612247,30.98937500000003,34.69630434782611,33.99440000000003,2.8,50.33333333,0.0,22.312,-1
S1,R12285,34.325268817204325,31.779697478991626,33.74583333333336,31.66310000000002,35.03260416666669,33.796328502415484,2.8,50.33333333,0.0,22.312,-1
S1,R12286,34.43162839248436,31.825760456273787,33.62977272727275,31.926941176470613,34.59543209876546,33.8372307692308,2.8,50.27222222,0.0,22.28422222,-1
S1,R12287,33.93692118226603,32.41626283367559,33.53549450549453,32.204750000000026,33.74315589353615,34.10614754098363,2.8,50.27222222,0.0,22.28422222,-1
S1,R12288,33.283359173126634,32.6531168831169,33.406132075471724,31.550000000000026,33.36732142857146,33.37678571428574,2.8,50.27222222,0.0,22.28422222,-1
S1,R12289,33.073995157385006,32.70000000000003,33.183595505618,32.154337349397615,33.21921951219515,33.01706349206352,2.8,50.27222222,0.0,22.28422222,-1
S1,R123410,33.54109271523181,32.420334728033495,33.205625000000026,31.169873417721536,32.348255813953514,33.86177777777781,3.4,50.36666667,0.0,22.30866667,-1
S1,R123411,34.22098684210529,32.3515679442509,33.95979166666669,29.69333333333336,34.504000000000026,33.82884297520663,3.4,50.36666667,0.0,22.30866667,-1
S1,R123412,34.21601092896177,31.927500000000023,34.129821428571454,29.785400000000017,34.55491228070177,33.58349650349652,3.4,50.36666667,0.0,22.30866667,-1
S1,R123413,33.95630303030305,31.68891566265063,33.75565217391307,29.71966101694917,34.152115384615406,32.74759259259262,3.4,50.36666667,0.0,22.30866667,-1
S1,R123414,33.422463235294146,32.45518382352944,33.15900000000002,30.308750000000018,32.470121951219525,33.93048780487808,3.4,50.38888889,0.0,22.27266667,-1
S1,R123415,33.64168141592923,32.49034843205578,33.278510638297895,30.640000000000025,32.69317073170734,33.7775324675325,3.4,50.38888889,0.0,22.27266667,-1
S1,R123416,33.42552511415528,32.5673563218391,32.589090909090935,29.901153846153868,32.068750000000016,33.567777777777806,3.4,50.38888889,0.0,22.27266667,-1
S1,R123417,33.702290502793325,32.27007575757578,32.498727272727294,30.37821428571431,32.28214285714288,33.72687500000002,3.4,50.38888889,0.0,22.27266667,-1
S1,R123418,33.75076923076925,32.290462962962984,32.96918918918921,31.138809523809545,32.25190476190478,34.00230769230771,3.4,50.38888889,0.0,22.27266667,-1
S1,R123419,34.25845410628021,31.686853146853167,33.284423076923105,29.918775510204103,33.89487179487181,33.750129870129896,3.4,50.38888889,0.0,22.27266667,-1
S1,R12342,33.040822784810146,32.472929292929315,32.70729166666669,29.82000000000002,32.78313868613141,33.223437500000024,3.4,50.56666667,0.0,22.34066667,-1
S1,R123420,34.15626262626265,32.02296052631581,32.94784313725492,29.055500000000023,33.83468750000002,33.73809523809526,3.4,50.45,0.0,22.26466667,-1
S1,R123421,33.65963133640555,31.945336322869977,32.995400000000025,30.207377049180355,32.430972222222245,33.60396825396828,3.4,50.45,0.0,22.26466667,-1
S1,R123422,33.406290322580666,32.45974468085109,32.69640000000002,30.15750000000002,32.40033333333336,33.75963636363638,3.4,50.45,0.0,22.26466667,-1
S1,R123423,34.292595744680874,31.87073059360733,33.73490909090911,30.62654545454547,34.51560000000003,33.62282051282053,3.4,50.45,0.0,22.26466667,-1
S1,R123424,34.45441860465119,32.18043478260872,34.16950819672133,29.912558139534895,34.55120000000002,33.75454545454547,3.4,50.45,0.0,22.26466667,-1
S1,R123425,34.384117647058844,31.79603703703706,33.802156862745115,29.355526315789504,34.49230769230771,33.65431372549022,3.4,50.45,0.0,22.26466667,-1
S1,R123426,34.30801801801804,31.721480144404357,33.82021276595747,29.513555555555563,34.31037735849059,33.58721311475412,3.4,50.31666667,0.0,22.254,-1
S1,R12343,33.46299435028251,32.31349557522127,32.995636363636386,30.94555555555558,33.232352941176494,33.611320754717006,3.4,50.56666667,0.0,22.34066667,-1
S1,R12344,34.46007246376814,32.011442307692334,33.60434782608697,30.010000000000023,34.02733333333336,34.059010989011014,3.4,50.56666667,0.0,22.34066667,-1
S1,R12345,34.34421052631581,31.44204347826089,34.05233333333336,29.348113207547197,34.13362068965519,34.1518823529412,3.4,50.56666667,0.0,22.34066667,-1
S1,R12346,34.34630208333336,32.00966804979255,34.142692307692336,29.150487804878072,34.49804878048783,33.8935042735043,3.4,50.56666667,0.0,22.34066667,-1
S1,R12347,33.56338709677422,32.33436936936939,32.364772727272744,30.73312500000002,33.217032967033,34.14000000000002,3.4,50.56666667,0.0,22.34066667,-1
S1,R12348,33.07745664739886,32.48397196261685,32.77540000000003,29.300000000000026,33.020000000000024,33.13343283582092,3.4,50.36666667,0.0,22.30866667,-1
S1,R12349,33.363027027027044,32.27042372881358,33.16348837209304,30.09711111111113,33.44060606060608,33.82958333333335,3.4,50.36666667,0.0,22.30866667,-1
S1,R124010,33.51328413284136,32.649523809523835,33.46816326530615,31.135000000000016,33.04240506329117,34.36115384615387,4.0,50.08333333,0.0,22.23133333,-1
S1,R124011,34.14573529411767,32.16306358381505,34.05418604651165,30.702857142857173,34.582291666666684,33.698142857142884,4.0,50.08333333,0.0,22.23133333,-1
S1,R124012,34.03440944881893,31.602272727272744,34.06255319148939,30.354375000000022,34.510588235294136,33.42215686274512,4.0,50.08333333,0.0,22.23133333,-1
S1,R124013,33.99320754716983,31.88989071038253,33.75212121212123,30.19918918918921,34.1268292682927,32.92626506024099,4.0,50.13333334,0.0,22.19161111,-1
S1,R124014,33.80591160220997,32.39807909604522,33.39621621621624,30.480454545454563,31.846129032258084,34.03745098039218,4.0,50.13333334,0.0,22.19161111,-1
S1,R124016,27.333062500000025,26.517317073170755,26.86432432432434,22.431724137931063,26.208541666666687,28.018163265306143,4.0,50.13333334,0.0,22.19161111,-1
S1,R124017,37.82654135338348,36.3294845360825,37.160000000000025,34.630212765957474,36.78703703703706,37.81767441860468,4.0,50.13333334,0.0,22.19161111,-1
S1,R124018,38.30237373737376,37.02786982248524,37.62289473684213,35.854461538461564,37.01019607843139,38.68730769230771,4.0,50.12222222,0.0,22.16366667,-1
S1,R124019,38.86707142857145,37.2187755102041,37.5958823529412,35.256451612903234,38.63178571428573,38.47952380952383,4.0,50.12222222,0.0,22.16366667,-1
S1,R12402,33.1127272727273,32.32054687500002,32.806875000000026,29.045405405405425,32.69614457831327,33.0730434782609,4.0,50.05555555,0.0,22.27,-1
S1,R124020,38.93678321678325,36.834622641509455,37.85051282051283,35.12931034482761,38.73000000000002,38.55138888888891,4.0,50.12222222,0.0,22.16366667,-1
S1,R124021,38.15168831168833,37.23163841807912,37.710869565217415,35.64225806451616,37.25538461538464,38.80464285714288,4.0,50.12222222,0.0,22.16366667,-1
S1,R124022,33.346291390728496,32.52751351351353,33.005000000000024,29.864687500000024,32.89921568627453,33.67574468085108,4.0,50.12222222,0.0,22.16366667,-1
S1,R124023,34.278969696969725,32.145274725274746,33.87400000000002,30.336333333333357,34.5529411764706,33.76078651685396,4.0,50.12222222,0.0,22.16366667,-1
